,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Share,Seed,WL,SS,MPG
298,Nicolas Batum,SF,20,POR,79,76,1454,4.0,8.9,0.446,1.5,4.2,0.369,2.5,4.8,0.513,1.0,1.3,0.808,2.1,3.4,5.4,1.8,1.2,1.0,1.2,3.4,10.5,2009,12.9,0.555,14.0,2.1,1.6,3.7,0.123,0.4,1.0,1.4,1.2,0.002,4.0,0.659,254,18.40506329113924
299,Jerryd Bayless,PG,20,POR,53,0,655,3.8,10.4,0.365,0.4,1.5,0.259,3.4,8.9,0.383,4.6,5.7,0.806,0.4,2.7,3.1,4.3,0.9,0.1,3.1,4.5,12.5,2009,8.2,0.487,20.9,-0.2,0.5,0.3,0.019,-4.3,-0.7,-5.0,-0.5,,4.0,0.659,202,12.358490566037736
300,Michael Beasley,PF,20,MIA,81,19,2009,8.1,17.1,0.472,0.6,1.5,0.407,7.5,15.7,0.478,3.3,4.3,0.772,2.0,5.9,7.9,1.5,0.7,0.7,2.2,3.3,20.1,2009,17.2,0.528,27.7,1.2,2.2,3.4,0.081,-0.2,-1.5,-1.7,0.1,0.012,5.0,0.524,32,24.80246913580247
301,Bobby Brown,SG-PG,24,TOT,68,2,931,5.5,13.9,0.392,1.7,5.0,0.346,3.7,8.9,0.417,1.3,1.7,0.791,0.5,1.5,2.0,4.5,0.8,0.1,2.4,3.7,14.0,2009,8.9,0.476,21.3,-0.5,-0.1,-0.6,-0.029,-2.2,-2.8,-5.0,-0.7,,,,141,13.691176470588236
302,Mario Chalmers,PG,22,MIA,82,82,2626,3.8,9.1,0.42,1.6,4.3,0.367,2.2,4.8,0.467,2.0,2.6,0.767,0.5,2.6,3.1,5.5,2.2,0.1,2.3,3.3,11.2,2009,13.3,0.548,16.3,2.1,3.1,5.2,0.095,-1.4,1.1,-0.4,1.0,0.003,5.0,0.524,234,32.02439024390244
303,Chris Douglas-Roberts,SG,22,NJN,44,3,585,5.0,10.8,0.46,0.2,0.7,0.25,4.8,10.1,0.476,3.1,3.8,0.823,0.9,2.2,3.1,3.2,0.7,0.4,1.9,2.1,13.3,2009,12.2,0.531,18.7,0.4,0.2,0.6,0.046,-1.3,-1.2,-2.5,-0.1,,11.0,0.415,171,13.295454545454545
304,Goran Dragić,PG,22,PHO,55,1,728,4.4,11.1,0.393,1.0,2.7,0.37,3.4,8.4,0.4,2.5,3.2,0.769,1.6,3.5,5.1,5.5,1.4,0.1,3.6,4.3,12.2,2009,9.8,0.487,19.7,-0.3,0.4,0.1,0.005,-3.0,-1.2,-4.3,-0.4,,9.0,0.561,212,13.236363636363636
305,Rudy Fernández,SG,23,POR,78,4,1993,4.8,11.4,0.425,2.9,7.2,0.399,2.0,4.2,0.47,2.2,2.6,0.839,0.8,2.9,3.7,2.9,1.2,0.2,1.6,2.0,14.7,2009,15.5,0.588,18.4,4.3,1.8,6.1,0.147,2.6,0.4,3.0,2.5,0.005,4.0,0.659,127,25.55128205128205
306,Marc Gasol,C,24,MEM,82,75,2521,5.0,9.4,0.53,0.0,0.0,0.0,5.0,9.4,0.53,3.9,5.4,0.733,2.9,5.8,8.6,2.0,0.9,1.3,2.3,3.8,13.9,2009,16.7,0.59,18.3,3.7,2.7,6.4,0.121,-0.3,0.2,-0.1,1.2,0.007,12.0,0.293,152,30.74390243902439
307,Eric Gordon,SG,20,LAC,78,65,2677,5.5,12.1,0.456,1.8,4.5,0.389,3.8,7.6,0.496,4.0,4.7,0.854,0.6,2.1,2.7,2.9,1.0,0.5,2.2,2.3,16.8,2009,14.9,0.593,20.7,3.9,0.7,4.6,0.082,0.6,-1.0,-0.4,1.0,0.037,14.0,0.232,76,34.32051282051282
308,Donté Greene,SF,20,SAC,55,4,725,3.8,11.7,0.326,1.3,5.0,0.26,2.5,6.8,0.375,1.4,1.7,0.853,0.9,3.3,4.3,1.5,0.8,0.7,1.8,3.4,10.4,2009,5.2,0.416,17.8,-1.2,0.1,-1.1,-0.074,-4.5,-2.3,-6.8,-0.9,,15.0,0.207,257,13.181818181818182
309,Roy Hibbert,C,22,IND,70,42,1009,7.1,15.0,0.471,0.0,0.0,,7.1,15.0,0.471,3.5,5.2,0.667,4.1,4.6,8.7,1.7,0.7,2.7,2.0,7.7,17.6,2009,16.1,0.51,23.3,1.0,1.2,2.1,0.102,-3.1,0.1,-3.0,-0.3,,9.0,0.439,60,14.414285714285715
310,J.J. Hickson,C,20,CLE,62,0,705,5.1,9.9,0.515,0.0,0.0,,5.1,9.9,0.515,2.3,3.4,0.672,2.7,5.8,8.4,0.5,0.7,1.5,2.3,4.1,12.5,2009,12.5,0.548,18.0,0.2,1.3,1.5,0.101,-3.4,0.2,-3.2,-0.2,,1.0,0.805,203,11.370967741935484
311,George Hill,PG,22,SAS,77,7,1270,4.3,10.5,0.403,0.7,2.1,0.329,3.6,8.5,0.421,3.2,4.1,0.781,0.9,3.6,4.5,3.9,1.3,0.6,2.1,4.3,12.4,2009,11.6,0.502,19.5,0.2,2.0,2.1,0.08,-3.3,1.6,-1.8,0.1,,3.0,0.659,204,16.493506493506494
312,Darnell Jackson,PF,23,CLE,51,2,430,3.1,7.2,0.43,0.0,0.2,0.0,3.1,7.0,0.44,2.0,2.9,0.686,2.7,4.6,7.3,0.7,0.8,0.3,1.2,6.4,8.2,2009,7.2,0.483,12.7,0.2,0.7,0.8,0.094,-5.4,0.2,-5.2,-0.4,,1.0,0.805,303,8.431372549019608
313,DeAndre Jordan,C,20,LAC,53,13,771,4.3,6.9,0.633,0.0,0.0,,4.3,6.9,0.633,2.0,5.1,0.385,3.4,7.7,11.1,0.5,0.5,2.8,1.9,4.5,10.6,2009,14.1,0.585,13.9,0.4,0.9,1.3,0.079,-3.2,-0.1,-3.3,-0.3,,14.0,0.232,250,14.547169811320755
314,Kosta Koufos,C,19,UTA,48,7,565,6.0,11.8,0.508,0.0,0.0,,6.0,11.8,0.508,2.3,3.2,0.706,3.2,5.6,8.8,1.3,0.8,2.0,1.7,4.5,14.3,2009,15.2,0.54,18.5,0.6,0.7,1.3,0.112,-1.3,-0.1,-1.4,0.1,,8.0,0.585,135,11.770833333333334
315,Courtney Lee,SG,23,ORL,77,42,1939,4.5,10.0,0.45,1.5,3.8,0.404,3.0,6.3,0.478,1.4,1.7,0.83,0.3,3.0,3.3,1.7,1.4,0.3,1.3,2.9,12.0,2009,10.7,0.556,15.5,1.3,3.1,4.4,0.108,-2.1,1.9,-0.1,0.9,0.003,3.0,0.72,216,25.181818181818183
316,Brook Lopez,C,20,NJN,82,75,2501,6.4,12.1,0.531,0.0,0.0,0.0,6.4,12.1,0.532,2.5,3.1,0.793,3.2,6.3,9.6,1.2,0.6,2.2,2.1,3.7,15.4,2009,17.9,0.568,20.3,3.2,2.7,5.8,0.112,-0.3,-0.3,-0.6,0.9,0.212,11.0,0.415,110,30.5
317,Robin Lopez,C,20,PHO,60,7,614,4.2,8.0,0.518,0.0,0.1,0.0,4.2,8.0,0.522,2.8,4.0,0.691,3.0,3.9,6.9,0.5,0.6,2.4,1.6,5.7,11.1,2009,11.6,0.566,14.0,0.6,0.4,1.1,0.083,-3.1,-0.3,-3.4,-0.2,0.005,9.0,0.561,238,10.233333333333333
318,Kevin Love,C,20,MIN,81,37,2048,5.6,12.1,0.459,0.0,0.3,0.105,5.5,11.8,0.469,4.7,5.9,0.789,4.8,8.1,12.9,1.5,0.6,0.9,2.1,3.6,15.8,2009,18.3,0.538,21.0,3.4,1.9,5.3,0.124,0.4,-1.6,-1.1,0.4,0.027,11.0,0.293,99,25.28395061728395
319,O.J. Mayo,SG,21,MEM,82,82,3120,6.5,14.8,0.438,1.7,4.4,0.384,4.8,10.4,0.461,2.8,3.2,0.879,0.6,2.9,3.6,3.0,1.0,0.1,2.6,2.4,17.5,2009,14.2,0.539,24.5,1.5,1.8,3.4,0.052,0.2,-1.4,-1.3,0.6,0.41,12.0,0.293,65,38.048780487804876
320,Luc Mbah a Moute,PF,22,MIL,82,52,2114,3.9,8.4,0.462,0.0,0.1,0.0,3.9,8.3,0.466,2.4,3.3,0.729,3.2,5.1,8.3,1.5,1.5,0.8,1.7,3.5,10.1,2009,12.3,0.516,14.3,1.2,2.8,4.0,0.092,-1.6,0.8,-0.8,0.6,,12.0,0.415,268,25.78048780487805
321,JaVale McGee,C,21,WAS,75,14,1143,6.0,12.2,0.494,0.0,0.0,,6.0,12.2,0.494,3.4,5.1,0.66,3.8,5.5,9.3,0.7,1.0,2.4,1.9,4.9,15.4,2009,17.0,0.534,20.7,1.1,0.9,2.0,0.084,-1.8,-1.1,-2.9,-0.3,,15.0,0.232,112,15.24
322,Anthony Morrow,SG,23,GSW,67,17,1515,6.1,12.7,0.478,2.0,4.4,0.467,4.0,8.3,0.483,1.9,2.2,0.87,1.9,2.9,4.7,1.9,0.9,0.3,1.2,3.1,16.1,2009,14.7,0.588,17.7,3.0,0.0,3.0,0.096,1.7,-1.9,-0.2,0.7,,10.0,0.354,90,22.611940298507463
323,Greg Oden,C,21,POR,61,39,1314,5.4,9.6,0.564,0.0,0.0,,5.4,9.6,0.564,3.9,6.2,0.637,4.6,7.0,11.6,0.8,0.7,1.9,2.4,6.5,14.8,2009,18.1,0.599,19.3,2.6,2.0,4.6,0.167,-1.4,0.3,-1.1,0.3,,4.0,0.659,126,21.540983606557376
324,Anthony Randolph,PF,19,GSW,63,22,1129,6.3,13.7,0.462,0.0,0.1,0.0,6.3,13.6,0.466,3.2,4.5,0.716,4.1,7.5,11.6,1.6,1.3,2.4,2.6,4.5,15.9,2009,16.9,0.506,21.7,0.4,1.2,1.6,0.069,-1.5,-0.8,-2.3,-0.1,,10.0,0.354,97,17.92063492063492
325,Derrick Rose,PG,20,CHI,81,80,3000,6.9,14.5,0.475,0.2,0.9,0.222,6.7,13.6,0.491,2.4,3.0,0.788,1.2,2.7,3.8,6.1,0.8,0.2,2.4,1.5,16.3,2009,16.0,0.516,22.6,3.4,1.5,4.9,0.078,1.1,-1.5,-0.4,1.2,0.957,7.0,0.5,82,37.03703703703704
326,Brandon Rush,SG,23,IND,75,19,1803,4.9,11.5,0.423,1.6,4.2,0.373,3.3,7.3,0.451,0.9,1.3,0.697,0.7,4.0,4.7,1.3,0.8,0.7,1.5,2.6,12.2,2009,9.0,0.505,16.4,-0.4,1.3,0.9,0.024,-2.1,-0.7,-2.8,-0.3,,9.0,0.439,211,24.04
327,Marreese Speights,C,21,PHI,79,2,1263,7.2,14.3,0.502,0.1,0.2,0.25,7.1,14.1,0.506,2.9,3.8,0.773,3.5,4.8,8.4,0.9,0.8,1.6,1.3,5.2,17.3,2009,17.9,0.543,21.9,2.4,1.5,3.8,0.146,-0.6,-0.8,-1.4,0.2,,6.0,0.5,67,15.987341772151899
328,Mike Taylor,PG,23,LAC,51,5,771,5.1,12.5,0.412,0.6,1.9,0.325,4.5,10.6,0.427,2.6,3.8,0.691,1.0,3.0,4.1,4.9,1.7,0.0,3.4,3.9,13.5,2009,10.1,0.477,22.2,-0.9,0.4,-0.4,-0.028,-4.1,-1.1,-5.2,-0.6,,14.0,0.232,167,15.117647058823529
329,Jason Thompson,PF,22,SAC,82,56,2303,5.6,11.2,0.497,0.0,0.1,0.0,5.6,11.1,0.502,3.1,4.5,0.692,3.7,5.8,9.5,1.5,0.7,0.9,2.3,4.9,14.2,2009,13.9,0.54,19.3,1.8,0.9,2.7,0.057,-2.0,-2.2,-4.2,-1.3,,15.0,0.207,140,28.085365853658537
330,Roko Ukić,PG,24,TOR,72,0,890,5.0,13.1,0.38,0.4,2.5,0.177,4.5,10.6,0.427,1.8,2.4,0.733,1.1,1.9,3.0,6.2,1.2,0.1,2.4,3.1,12.2,2009,9.8,0.43,21.3,-0.8,0.4,-0.4,-0.019,-3.2,-1.4,-4.6,-0.6,,13.0,0.402,214,12.36111111111111
331,Kyle Weaver,SG,22,OKC,56,19,1166,3.5,7.6,0.459,1.0,2.9,0.344,2.5,4.7,0.529,1.3,1.8,0.707,1.0,3.1,4.0,3.1,1.5,0.8,2.1,2.5,9.2,2009,10.2,0.551,12.9,0.2,1.0,1.2,0.049,-2.3,1.1,-1.2,0.2,,13.0,0.28,282,20.821428571428573
332,Russell Westbrook,PG,20,OKC,82,65,2668,5.9,14.8,0.398,0.5,1.7,0.271,5.4,13.0,0.415,4.7,5.8,0.815,2.4,3.0,5.4,5.9,1.5,0.2,3.7,2.6,16.9,2009,15.2,0.489,25.8,-0.1,2.0,1.9,0.035,-0.1,-0.9,-1.0,0.7,0.122,13.0,0.28,74,32.53658536585366
333,David Andersen,C,29,HOU,63,0,891,5.9,13.7,0.432,1.1,3.2,0.346,4.8,10.6,0.458,1.9,2.7,0.687,2.2,6.2,8.4,1.8,0.6,0.5,1.5,4.8,14.8,2010,12.1,0.497,20.2,0.4,0.9,1.3,0.07,-2.0,-0.6,-2.6,-0.1,,9.0,0.512,132,14.142857142857142
334,Rodrigue Beaubois,PG,21,DAL,56,16,700,8.0,15.4,0.518,2.3,5.7,0.409,5.7,9.7,0.582,2.2,2.7,0.808,0.6,3.4,4.0,3.8,1.5,0.6,2.8,4.3,20.4,2010,18.5,0.617,24.7,1.1,0.8,2.0,0.134,1.3,0.2,1.5,0.6,,2.0,0.671,20,12.5
335,DeJuan Blair,PF,20,SAS,82,23,1494,6.6,11.9,0.556,0.0,0.0,0.0,6.6,11.9,0.558,2.1,3.9,0.547,4.8,7.9,12.7,1.6,1.2,0.9,2.7,5.4,15.4,2010,17.7,0.564,20.8,1.8,2.8,4.6,0.147,-1.0,0.4,-0.7,0.5,,7.0,0.61,116,18.21951219512195
336,Jon Brockman,PF,22,SAC,52,4,654,3.0,5.7,0.534,0.0,0.0,,3.0,5.7,0.534,2.0,3.4,0.597,5.8,5.9,11.7,1.2,0.8,0.3,1.3,6.3,8.1,2010,12.4,0.564,10.4,1.2,0.5,1.7,0.125,-1.8,-1.2,-3.0,-0.2,,14.0,0.305,310,12.576923076923077
337,Derrick Brown,SF,22,CHA,57,0,535,4.6,9.9,0.463,0.1,0.5,0.286,4.4,9.4,0.471,3.2,4.8,0.667,2.1,3.2,5.2,1.3,1.4,0.7,1.3,3.6,12.5,2010,12.6,0.52,17.2,0.5,0.8,1.3,0.114,-1.7,1.1,-0.6,0.2,,7.0,0.537,212,9.385964912280702
338,Chase Budinger,SF,21,HOU,74,4,1488,6.0,13.7,0.441,2.2,6.0,0.369,3.8,7.6,0.497,1.6,2.1,0.77,0.9,4.4,5.3,2.1,0.8,0.3,1.2,2.1,15.9,2010,14.1,0.545,19.4,1.9,1.2,3.1,0.1,1.1,-0.7,0.5,0.9,,9.0,0.512,103,20.10810810810811
339,DeMarre Carroll,SF,23,MEM,71,1,795,4.0,10.1,0.396,0.0,0.3,0.0,4.0,9.8,0.407,1.5,2.4,0.623,2.4,4.4,6.8,1.5,1.3,0.4,1.1,4.8,9.5,2010,8.5,0.426,14.8,-0.1,0.6,0.5,0.031,-3.8,-0.4,-4.2,-0.4,,10.0,0.488,292,11.19718309859155
340,Omri Casspi,SF,21,SAC,77,31,1931,5.6,12.5,0.446,1.4,3.8,0.369,4.2,8.7,0.48,2.2,3.2,0.672,1.4,5.1,6.5,1.8,1.0,0.3,1.8,2.3,14.8,2010,13.0,0.529,19.4,1.1,1.4,2.5,0.063,-0.3,-0.8,-1.1,0.4,,14.0,0.305,135,25.07792207792208
341,Earl Clark,PF,22,PHO,51,0,383,5.3,14.2,0.371,0.2,0.5,0.4,5.1,13.7,0.37,2.4,3.4,0.722,1.7,4.1,5.8,2.0,0.7,1.2,2.2,2.3,13.2,2010,8.5,0.42,21.9,-0.5,0.2,-0.3,-0.033,-3.9,-1.6,-5.5,-0.3,,3.0,0.659,197,7.509803921568627
342,Darren Collison,PG,22,NOH,76,37,2109,6.4,13.5,0.477,0.8,2.0,0.4,5.6,11.5,0.49,2.5,3.0,0.851,0.7,2.6,3.3,7.4,1.3,0.1,3.4,1.6,16.1,2010,16.5,0.546,23.1,1.9,1.1,2.9,0.067,0.9,-1.8,-0.8,0.6,0.028,11.0,0.451,90,27.75
343,Dante Cunningham,PF,22,POR,63,2,707,5.4,10.9,0.495,0.0,0.1,0.0,5.4,10.8,0.5,1.6,2.4,0.646,2.7,5.4,8.1,0.7,1.2,1.1,0.8,4.9,12.4,2010,14.3,0.517,16.8,0.9,1.0,1.9,0.129,-2.0,0.2,-1.8,0.0,,6.0,0.61,216,11.222222222222221
344,Stephen Curry,PG,21,GSW,80,77,2896,6.6,14.2,0.462,2.1,4.7,0.437,4.5,9.5,0.474,2.2,2.5,0.885,0.6,3.8,4.4,5.9,1.9,0.2,3.0,3.1,17.4,2010,16.3,0.568,21.8,3.0,1.6,4.7,0.077,1.1,-0.5,0.7,2.0,0.636,13.0,0.317,65,36.2
345,Austin Daye,SF,21,DET,69,4,915,5.4,11.6,0.464,1.1,3.7,0.305,4.2,7.9,0.54,1.8,2.2,0.821,1.3,5.5,6.8,1.3,1.0,1.0,1.9,4.5,13.7,2010,12.8,0.546,18.5,0.6,0.7,1.3,0.067,-1.7,-0.1,-1.8,0.1,,12.0,0.329,170,13.26086956521739
346,DeMar DeRozan,SG,20,TOR,77,65,1664,5.5,11.1,0.498,0.1,0.3,0.25,5.4,10.7,0.506,3.2,4.2,0.763,1.4,3.4,4.8,1.1,0.9,0.4,1.3,3.8,14.3,2010,12.5,0.554,18.1,2.0,0.3,2.3,0.066,-1.5,-1.3,-2.8,-0.3,,9.0,0.488,151,21.61038961038961
347,Toney Douglas,PG,23,NYK,56,12,1087,5.9,12.9,0.458,2.3,5.8,0.389,3.7,7.2,0.514,1.8,2.3,0.809,1.3,2.3,3.6,3.7,1.4,0.1,1.8,3.8,15.9,2010,14.9,0.571,19.8,1.8,0.4,2.2,0.097,0.5,-0.8,-0.4,0.5,,11.0,0.354,101,19.410714285714285
348,Wayne Ellington,SG,22,MIN,76,1,1384,4.9,11.7,0.424,1.7,4.2,0.395,3.3,7.4,0.441,1.6,1.8,0.871,0.9,3.3,4.1,1.9,0.5,0.1,1.9,1.9,13.1,2010,9.6,0.527,17.4,0.3,0.1,0.4,0.014,-1.6,-1.9,-3.5,-0.5,,15.0,0.183,200,18.210526315789473
349,Tyreke Evans,SG,20,SAC,72,72,2677,7.2,15.7,0.458,0.5,1.9,0.255,6.7,13.8,0.485,4.7,6.3,0.748,0.9,4.2,5.1,5.6,1.5,0.3,2.9,2.7,19.5,2010,18.2,0.529,26.2,3.3,2.1,5.4,0.097,1.3,0.0,1.3,2.2,0.798,14.0,0.305,29,37.18055555555556
350,Jonny Flynn,PG,20,MIN,81,81,2339,6.1,14.7,0.417,1.2,3.3,0.358,4.9,11.3,0.434,3.4,4.2,0.826,0.4,2.6,2.9,5.5,1.3,0.0,3.6,1.5,16.8,2010,13.0,0.511,24.2,-0.6,0.7,0.1,0.002,-0.8,-2.1,-2.9,-0.5,0.003,15.0,0.183,77,28.876543209876544
351,Taj Gibson,PF,24,CHI,82,70,2204,5.1,10.3,0.494,0.0,0.0,,5.1,10.3,0.494,1.8,2.9,0.646,3.7,6.3,10.0,1.1,0.8,1.7,1.9,4.6,12.0,2010,13.8,0.521,16.7,1.2,3.5,4.7,0.103,-2.4,0.5,-2.0,0.0,0.003,8.0,0.5,234,26.878048780487806
352,James Harden,SG,20,OKC,76,0,1738,4.8,12.0,0.403,1.9,5.1,0.375,2.9,6.8,0.424,4.0,5.0,0.808,1.0,4.1,5.1,2.8,1.7,0.4,2.2,4.1,15.6,2010,14.0,0.551,20.4,2.0,2.5,4.5,0.124,-0.7,1.2,0.5,1.1,,8.0,0.61,111,22.86842105263158
353,Gerald Henderson,SG,22,CHA,43,0,355,3.8,10.5,0.356,0.4,1.9,0.211,3.3,8.6,0.388,3.5,4.8,0.745,1.5,4.1,5.6,1.3,1.0,0.9,1.4,2.5,11.5,2010,9.7,0.453,18.2,-0.1,0.5,0.4,0.056,-3.1,0.5,-2.5,0.0,,7.0,0.537,246,8.255813953488373
354,Jordan Hill,PF,22,TOT,47,0,624,5.7,11.6,0.493,0.0,0.1,0.0,5.7,11.5,0.497,2.7,3.9,0.676,4.4,5.7,10.1,1.2,0.8,1.2,1.7,5.3,14.1,2010,15.0,0.528,18.7,0.8,0.6,1.4,0.105,-2.1,-1.4,-3.5,-0.2,,,,158,13.27659574468085
355,Jrue Holiday,PG,19,PHI,73,51,1767,4.7,10.6,0.442,1.3,3.2,0.39,3.4,7.4,0.465,1.3,1.8,0.756,1.1,2.8,3.9,5.7,1.6,0.4,3.2,3.1,12.0,2010,12.3,0.526,18.4,0.2,1.0,1.2,0.032,-1.1,-0.6,-1.7,0.1,,13.0,0.329,231,24.205479452054796
356,Chris Hunter,C,25,GSW,60,9,783,5.0,10.0,0.502,0.0,0.2,0.0,5.0,9.8,0.512,2.4,3.2,0.754,2.6,5.1,7.7,1.7,0.6,1.6,1.4,6.1,12.4,2010,12.2,0.546,15.2,0.9,0.4,1.3,0.08,-3.1,-1.0,-4.1,-0.4,,13.0,0.317,217,13.05
357,Serge Ibaka,PF,20,OKC,73,0,1323,5.5,10.1,0.543,0.0,0.1,0.5,5.4,10.0,0.543,1.6,2.5,0.63,3.8,7.0,10.8,0.3,0.7,2.6,1.9,5.3,12.5,2010,15.2,0.562,16.2,1.3,2.4,3.7,0.134,-2.4,0.9,-1.5,0.2,,8.0,0.61,213,18.123287671232877
358,Brandon Jennings,PG,20,MIL,82,82,2671,6.1,16.4,0.371,2.0,5.2,0.374,4.1,11.2,0.37,3.0,3.7,0.817,0.7,3.1,3.8,6.3,1.4,0.2,2.7,2.6,17.1,2010,14.5,0.475,26.1,0.3,3.9,4.2,0.075,0.5,0.2,0.7,1.8,0.332,6.0,0.561,71,32.573170731707314
359,Jonas Jerebko,PF,22,DET,80,73,2232,4.7,9.7,0.481,0.6,1.9,0.313,4.1,7.9,0.52,2.0,2.8,0.71,3.1,4.6,7.7,0.9,1.3,0.5,1.3,3.7,12.0,2010,13.9,0.545,15.7,2.9,1.5,4.4,0.095,-0.7,-0.6,-1.3,0.4,,12.0,0.329,230,27.9
360,James Johnson,PF,22,CHI,65,11,757,4.5,10.0,0.452,0.7,2.2,0.326,3.8,7.8,0.488,2.4,3.3,0.729,1.6,4.5,6.1,2.3,1.0,2.0,2.9,6.0,12.2,2010,10.4,0.532,18.0,-0.3,1.1,0.8,0.054,-4.0,1.5,-2.4,-0.1,,8.0,0.5,224,11.646153846153846
361,Ty Lawson,PG,22,DEN,65,8,1318,5.5,10.7,0.515,0.9,2.3,0.41,4.6,8.4,0.544,2.9,3.8,0.757,1.1,2.2,3.4,5.5,1.3,0.1,2.2,2.4,14.8,2010,16.4,0.6,18.0,2.9,0.9,3.7,0.135,1.5,-0.4,1.1,1.0,,4.0,0.646,137,20.276923076923076
362,Wesley Matthews,SG,23,UTA,82,48,2025,4.9,10.0,0.483,1.1,2.9,0.382,3.7,7.1,0.525,2.8,3.4,0.829,0.9,2.5,3.4,2.2,1.1,0.3,1.7,2.7,13.7,2010,12.3,0.592,16.5,2.6,1.9,4.6,0.108,-0.6,0.0,-0.5,0.8,,5.0,0.646,172,24.695121951219512
363,Eric Maynor,PG,22,TOT,81,2,1269,4.4,10.4,0.418,0.6,2.0,0.31,3.7,8.4,0.444,1.5,2.0,0.722,0.6,3.1,3.7,7.5,1.1,0.3,2.4,3.3,10.8,2010,11.8,0.478,17.1,0.5,1.4,1.9,0.071,-1.7,-0.1,-1.8,0.1,,,,268,15.666666666666666
364,Jodie Meeks,SG,22,TOT,60,0,719,5.2,13.4,0.388,2.1,6.6,0.318,3.1,6.8,0.456,1.6,2.0,0.795,0.5,4.5,5.0,2.0,0.9,0.3,1.3,2.6,14.1,2010,10.8,0.493,19.6,0.1,0.8,0.9,0.06,-1.5,-0.5,-2.1,0.0,,,,160,11.983333333333333
365,A.J. Price,PG,23,IND,56,2,865,6.0,14.7,0.41,2.5,7.2,0.345,3.5,7.5,0.472,2.5,3.1,0.8,0.5,3.2,3.7,4.4,1.5,0.1,2.5,2.2,17.1,2010,14.0,0.53,22.7,0.4,0.8,1.2,0.065,-0.1,-0.4,-0.5,0.3,,10.0,0.39,70,15.446428571428571
366,DaJuan Summers,SF,22,DET,44,0,405,4.1,11.6,0.354,1.3,3.7,0.357,2.8,7.8,0.352,2.4,3.4,0.711,1.2,2.8,4.0,1.4,0.7,0.6,1.4,4.6,11.9,2010,7.5,0.457,18.5,-0.1,0.1,0.0,0.002,-3.4,-1.8,-5.2,-0.3,,12.0,0.329,237,9.204545454545455
367,Jeff Teague,PG,21,ATL,71,3,719,4.5,11.4,0.396,0.4,1.6,0.219,4.2,9.8,0.426,2.1,2.5,0.837,0.3,3.1,3.4,6.1,1.7,0.6,2.5,4.1,11.4,2010,11.0,0.459,19.1,-0.2,0.8,0.6,0.042,-3.8,0.3,-3.6,-0.3,,3.0,0.646,250,10.126760563380282
368,Hasheem Thabeet,C,22,MEM,68,13,883,3.1,5.3,0.588,0.0,0.0,,3.1,5.3,0.588,2.2,3.8,0.581,3.5,6.4,9.9,0.4,0.6,3.6,1.8,6.6,8.5,2010,12.9,0.605,10.7,0.8,1.2,2.0,0.109,-3.2,1.9,-1.2,0.2,,10.0,0.488,305,12.985294117647058
369,Marcus Thornton,SG,22,NOH,73,17,1872,7.7,17.0,0.451,2.3,6.0,0.374,5.4,11.0,0.493,2.8,3.4,0.814,1.4,2.7,4.1,2.2,1.1,0.2,1.5,2.4,20.3,2010,17.4,0.55,25.3,3.1,0.9,4.0,0.103,2.3,-1.4,0.9,1.4,,11.0,0.451,21,25.643835616438356
370,Terrence Williams,SF,22,NJN,78,9,1764,5.3,13.3,0.401,0.6,2.0,0.31,4.7,11.2,0.417,2.1,2.9,0.715,0.9,6.2,7.1,4.6,0.9,0.2,2.5,2.6,13.4,2010,11.5,0.459,21.8,-1.5,1.3,-0.3,-0.007,-2.0,-0.8,-2.8,-0.4,,15.0,0.146,185,22.615384615384617
371,Sam Young,SF,24,MEM,80,1,1321,6.1,13.5,0.451,0.3,1.5,0.196,5.8,12.0,0.483,3.7,4.8,0.777,2.1,3.4,5.5,1.4,0.9,0.5,2.6,2.9,16.2,2010,13.0,0.518,22.1,0.6,0.7,1.2,0.044,-1.5,-1.7,-3.1,-0.4,,10.0,0.488,87,16.5125
372,Al-Farouq Aminu,SF,20,LAC,81,14,1452,4.0,10.1,0.394,1.1,3.5,0.315,2.9,6.5,0.437,2.3,3.0,0.773,1.9,4.8,6.6,1.5,1.5,0.6,2.6,3.0,11.3,2011,9.6,0.499,17.3,-0.8,1.4,0.7,0.022,-2.7,-0.1,-2.8,-0.3,,13.0,0.39,245,17.925925925925927
373,Ömer Aşık,C,24,CHI,82,0,989,2.8,5.1,0.553,0.0,0.0,,2.8,5.1,0.553,2.7,5.3,0.503,4.1,7.1,11.1,1.2,0.7,2.0,2.3,5.6,8.3,2011,11.8,0.559,12.5,0.5,2.2,2.7,0.13,-3.6,1.8,-1.8,0.1,,1.0,0.756,305,12.060975609756097
374,Eric Bledsoe,PG,21,LAC,81,25,1841,4.0,9.5,0.424,0.6,2.3,0.276,3.4,7.2,0.47,1.9,2.6,0.744,1.3,3.0,4.4,5.7,1.8,0.5,3.8,2.5,10.6,2011,10.8,0.499,17.9,-1.3,1.6,0.3,0.008,-2.4,0.2,-2.2,-0.1,,13.0,0.39,263,22.728395061728396
